feature,importance
grade,0.32220505127146726
sqft_living,0.27221719092284397
lat,0.1594334790765742
long,0.07122974258947265
yr_built,0.03887637919963267
sqft_living15,0.03820035998431603
sqft_above,0.02292671053274541
sqft_lot15,0.018792955900473696
sqft_lot,0.017511193425136976
bathrooms,0.01548913144988549
sqft_basement,0.008773762013135192
bedrooms,0.004131371321068662
condition,0.0036148196119190987
yr_renovated,0.0033140434893830614
floors,0.003283809211945543
